,EAN,,Name,,,,,,EKN
Soll,10107,0,Jojobaöl bio,St,,602,7,-2,"9,05 €"
Soll,10130,0,Bratöl Exquisit,St,BYO,302,7,1,"3,85 €"
Soll,426016624006,0,Heißer Hirsch rot,750ml,ACG,501,19,-15,"2,68 €"
Soll,426016624022,0,Heißer Hirsch weiß,750ml,ACG,501,19,-15,"2,68 €"
Soll,401553300408,0,Multinatur,"0,2l",voe,501,7,-65,"0,97 €"
Soll,401553300463,0,Orange Direkt,"0,2l",voe,501,7,-32,"0,98 €"
Soll,401553300449,0,Apfel Direktsaft,"0,2l",voe,501,7,-48,"0,97 €"
Soll,10207,0,Bodybutter Sanddorn Orange,St,RSR,602,19,-6,"4,40 €"
Soll,10332,0,Espressokocher 6 Tassen,St,,600,19,-10,"22,40 €"
Soll,10339,0,Kaffeemühle,St,g,600,19,-2,"16,49 €"
Soll,10351,0,Espressokocher 1-2 Tassen,St,,600,19,-2,"14,99 €"
Soll,10366,0,French Press 1l,St,,600,19,-3,"24,74 €"
Soll,410406003185,0,Jogurt Bratapfel 500g,500g,AND,102,7,-101,"1,80 €"
Soll,10455,0,Espressokocher 4 Tassen,St,,600,19,-2,"19,99 €"
Soll,103879,0,French Press 350ml,St,,600,19,-4,"19,79 €"
Soll,401973601274,0,Tikka Masala,370g,ZWE,302,7,-127,"2,15 €"
Soll,10146,0,"Espresso Honduras Genuino Marcala, Bio",kg,SCHN,502,7,"-96,97","24,25 €"
Soll,426002669643,0,Feste Dusche Hibiskusblüte,St,BIT,602,19,-13,"5,18 €"
Soll,426002669645,0,Feste Dusche 2-in-1 Sandelholz,St,BIT,602,19,-22,"5,18 €"
Soll,10164,0,"Kesselschips Meersalz, bio",kg,,303,7,"-7,954","13,52 €"
Soll,426077054752,0,Cashewmus Kokos-Ananas,St,TAA,302,7,-2,"5,53 €"
Soll,10196,0,Fruit Balls Mango oder Ananas,kg,,303,7,"-2,04","23,79 €"
Soll,74576007854,0,Deobalsam Sensitiv,St,,602,19,-5,"4,44 €"
Soll,74576007866,0,Handbalsam calendula,St,,602,19,-7,"4,44 €"
Soll,10514,0,"Kampot Pfeffer, fermentiert Bio",100g,,301,7,"0,242","74,40 €"
Soll,10572,0,Veggie BBQ California Bio,kg,SSP,301,7,"-7,712","19,00 €"
Soll,426072264004,0,Seifenhalter Savont Jumbo Edition,St,,604,19,-6,"3,20 €"
Soll,65970138585,0,"Dominosteine, Bio handgemacht",St,,402,7,-79,"1,00 €"
Soll,65970138692,0,"Marzipankartoffeln, Bio handgemacht",kg,,402,7,"-2,804","25,70 €"
Soll,10575,0,"Doppel-Butterkeks Tannenbaum, Handgemacht",St,,402,7,-29,"0,60 €"
Soll,10573,0,"Doppelkeks Stern, handgemacht, Bio",St,,402,7,-41,"0,46 €"
Soll,10574,0,Schokol. Nikolaus Lutscher,St,,402,7,-65,"0,90 €"
Soll,10626,0,Spitzkohl,kg,L,101,7,"-25,172","2,59 €"
Soll,10632,0,"Schoko-Engel, Bio handgemacht",St,,402,7,-114,"0,30 €"
Soll,10634,0,"Mandel-Schoko-Lebkuchen, bio, handgem",St,,402,7,-86,"1,50 €"
Soll,426037459002,0,Apfelsaft Bag in Box,St,NLA,501,7,-25,"10,50 €"
Soll,426011229635,0,Scharfer Senf,St,MKS,302,7,-50,"1,95 €"
Soll,10638,0,Chicoree,kg,,101,7,"-5,178","5,80 €"
Soll,410606004767,0,Heißer Apfel alkoholfrei,"0,7l",,501,19,-6,"1,58 €"
Soll,401553300073,0,Chardonnay Traubensaft weiß,"0,7l",VOE,501,19,-12,"2,15 €"
Soll,401553301929,0,Merlot Traubensaft rot,"0,7l",VOE,501,19,-6,"2,15 €"
Soll,401553303762,0,Hygge Punsch Apfel Blaubeere,"0,75l",,501,19,-13,"2,80 €"
Soll,401553303764,0,Hygge Punsch Apfel Ingwer,"0,75l",,501,19,-19,"2,80 €"
Soll,401553304280,0,Hygge Punsch Apfel Mandarine,"0,75l",,500,19,2,"2,35 €"
Soll,401553304414,0,Apfelcidre,"0,7l",VOE,501,19,-26,"2,02 €"
Soll,401553304626,0,Holunder Glühpunsch alkoholfre,"0,75l",,501,19,-2,"2,27 €"
Soll,401553304628,0,Familien Punsch alkoholfrei,"0,75l",,501,19,-13,"2,59 €"
Soll,401553304632,0,Zitrone Ingwer Punsch alk.frei,"0,75l",,501,19,2,"2,05 €"
Soll,401553304634,0,,,,,19,-4,"2,05 €"
Soll,401553304644,0,Hygge Punsch Apfel Cranberry,"0,75l",VOE,501,19,6,"2,67 €"
Soll,425006871214,0,Artesia Mineralwasser Quelle,"0,5l",ART,501,19,-101,"0,44 €"
Soll,425006871230,0,Artesia Mineralwasser sanft,"0,5l",ART,501,19,-129,"0,44 €"
Soll,10642,0,Wildbienenkalender,St,BYO,606,7,-18,"11,00 €"
Soll,410606007539,0,Heißer Kirsch,St,BEU,501,19,-1,"2,42 €"
Soll,400091510674,0,Basilikum-Pesto 125ml,St,ISA,302,7,-2,"2,13 €"
Soll,801519703001,0,Tomaten gehackt,St,Iris,302,7,-23,"1,72 €"
Soll,10698,0,Knollensellerie Bayern,kg,,101,7,"-18,066","2,10 €"
Soll,871749690146,0,Kartoffelstärke,kg,DOI,104,7,"-12,212","3,65 €"
Soll,10700,0,Handfeger,St,,604,19,-20,"3,05 €"
Soll,10750,0,"Rasierpinsel klein, Buche",St,,604,19,-3,"4,55 €"
Soll,10751,0,Rasierseifenschale,St,,604,19,1,"7,30 €"
Soll,10752,0,"Kehrschaufel, moosgrün",St,,604,19,-19,"5,75 €"
Soll,401846216170,0,Mittelscharfer Senf,St,BYO,604,7,-4,"1,59 €"
Soll,426039779337,0,Nature Pads,St,,602,19,-13,"3,65 €"
Soll,426039779189,0,Luffa-Seifenkissen,St,,602,19,-1,"2,39 €"
Soll,426066381002,0,Argan After Shave Balsam 30 ml,St,,602,19,-1,"5,99 €"
Soll,10761,0,Himbeeren gefriergetrocknet kg,kg,,303,7,"-14,028","86,33 €"
Soll,10841,0,Waldbeerenmix gefriergetrocknet kg,kg,,303,7,"-11,388","86,77 €"
Soll,426049303246,0,Erdnüsse Paprika & Salz,St,FFF,303,7,-92,"2,39 €"
Soll,10843,0,Bambus Allzwecktücher,St,,604,19,-36,"2,70 €"
Soll,10846,0,Seiftücher,St,,604,19,-10,"1,95 €"
Soll,10850,0,Gästetücher,St,,604,19,5,"4,28 €"
Soll,427000355968,0,Naturseife BioRegional Fichtennadel,St,Solo,602,19,-19,"2,12 €"
Soll,10860,0,Mandelnougatbarren,100 g,Kräm,402,7,"0,508","21,53 €"
Soll,10862,0,Haselnussnougatbarren,100 g,Kräm,402,7,"0,226","20,35 €"
Soll,10867,0,"Knusperherzen, vegan",100g,Kräm,402,7,"0,23","33,00 €"
Soll,426041898411,0,Haarpflegeöl Trockenes Haar 30ml,St,,602,19,-21,"6,06 €"
Soll,426049303153,0,Faire Cashews mit Chili geröstet,St,FFF,303,7,-51,"3,35 €"
Soll,426049303181,0,Cashew Curry & Meersalz,St,FFF,303,7,-42,"3,35 €"
Soll,520242320003,0,Grüne Oliven al Naturale mit Oregano,205g,Mani,302,7,-17,"2,65 €"
Soll,410406002919,0,Joghurt Pflaume Zimt,St,AND,0,7,-8,"1,62 €"
Soll,10874,0,Granatäpfel,St,,101,7,-89,"1,29 €"
Soll,401973600505,0,Zwiebelschmelz,165g,ZWE,302,7,-4,"2,22 €"
Soll,955680741845,0,Kondome Einhorn,Set,,604,19,-3,"4,10 €"
Soll,10876,0,Tulsi Indisches Basilikum,kg,,301,7,"-0,842","18,60 €"
Soll,689698000723,0,Grüne Olivenpaste SilverLeaf,180 g,,302,7,-3,"0,00 €"
Soll,10878,0,Pane Picco Sesam/Schwarzkümmel,kg,,303,7,"-3,108","10,25 €"
Soll,10880,0,SunflowerHACK,kg,,304,7,"-29,318","19,99 €"
Soll,406360850021,0,Velike Haferdrink Frisch Natur,St,bfn,501,19,-314,"1,83 €"
Soll,955680741843,0,Kondome normal,Set,,604,19,-12,"4,10 €"
Soll,10883,0,Erdbeeren (gefriergetrocknet),kg,,303,7,"-4,408","106,27 €"
Soll,11842,0,Spaghettiheber,St,,604,19,-1,"1,75 €"
Soll,11857,0,"Salz- u. Pfeffermühle, klein",St,,604,19,1,"13,13 €"
Soll,11858,0,"Salz- u.Pfeffermühle, groß",St,,604,19,1,"17,19 €"
Soll,11869,0,"Waschmittel Wolle, Seide und Felle",kg,ULR,603,19,"-197,406","3,78 €"
Soll,11870,0,Espresso,St,,700,19,"-985,2","0,20 €"
Soll,11871,0,Cappuccino klein,St,,700,19,-3504,"0,90 €"
Soll,11921,0,"Pfand Kiste 3,50",St,,9999,19,14,"3,50 €"
Soll,11930,0,Salat,St,,101,7,-143,"1,40 €"
Soll,426039779258,0,"Interdental-Bürste 0,50mm",St,,602,19,-7,"1,11 €"
Soll,11931,0,Essigessenz 25%,kg,ULR,603,19,"-243,534","3,50 €"
Soll,11932,0,Spülmittel mit Citrus,kg,ULR,603,19,"-464,882","2,75 €"
Soll,11933,0,Spülmaschinenpulver,kg,ULR,603,19,"-219,842","6,21 €"
Soll,11934,0,Zitronensäure Lebensmittelqualität,kg,ULR,603,19,"-89,5","3,01 €"
Soll,11935,0,Soda leicht technische Qualität,kg,ULR,603,19,"-23,712","1,17 €"
Soll,11936,0,Natron Pharmaqualität,kg,ULR,603,19,"-113,33","0,99 €"
Soll,11872,0,Cappuccino groß,St,,700,19,-1390,"1,50 €"
Soll,11873,0,Americano,St,,700,19,-701,"1,00 €"
Soll,11874,0,Tee,St,,700,19,-568,"1,00 €"
Soll,11875,0,Heiße Schokolade,St,,700,19,-257,"1,00 €"
Soll,426049122087,0,Deocreme Persian Lime,45g,BDN,602,19,-41,"3,49 €"
Soll,426049122089,0,Deocreme Pink Grapefruit,45g,BDN,602,19,-20,"3,34 €"
Soll,426049122088,0,Deocreme Vanilla Orchid,45g,BDN,602,19,-25,"3,34 €"
Soll,426049122091,0,Bambus Zahnbürste Ben&Ben,St,BDN,602,19,5,"1,89 €"
Soll,426049122090,0,Bambus Zahnbürste Ben&Anna,St,BDN,602,19,-5,"1,89 €"
Soll,11886,0,Staudensellerie  Bayern,St,br,101,7,-13,"1,35 €"
Soll,11887,0,Radicchio               ,kg,br,101,7,"-34,194","2,60 €"
Soll,11904,0,Blaubeeren    offen         DE,250g,L,101,7,-9,"4,44 €"
Soll,11906,0,Melonen Canari     IT,kg,L,101,7,"-39,014","1,66 €"
Soll,11892,0,Hokkaido Kürbis         Bayern,kg,br,101,7,"-304,937","1,30 €"
Soll,11907,0,Zwetschgen      5kg         DE,kg,L,101,7,"-31,124","3,20 €"
Soll,11918,0,Pflaumen gelb   50+         ES,kg,L,101,7,"-1,538","3,15 €"
Soll,11923,0,Tahin,kg,,302,7,"-0,488","5,60 €"
Soll,11924,0,Espresso doppio,St,,700,19,-221,"0,40 €"
Soll,978386581784,0,Besser leben ohne Plastik,St,,605,7,-2,"10,22 €"
Soll,978396238017,0,Besser leben ohne Auto,St,,605,7,1,"8,40 €"
Soll,11925,0,Tomatenhälften getrocknet,kg,,303,7,"-28,936","10,02 €"
Soll,4240233,0,ChariTea Mint sugar free,"0,33l",lem,501,19,1,"1,11 €"
Soll,10884,0,Heidelbeeren (gefriergetrocknet),kg,,303,7,"-3,642","66,93 €"
Soll,426049303152,0,Cashew Knoblauch & Pfeffer,133g,fff,303,7,-37,"3,35 €"
Soll,402496710030,0,Le Corbeau Blanc VdP,1L,Rieg,501,19,-17,"3,50 €"
Soll,426049303157,0,Fairer Nussmix,St,FFF,303,7,-79,"3,35 €"
Soll,426036027131,0,Zuckermais im Glas,350g,NPU,302,7,-42,"1,41 €"
Soll,761027806419,0,Rübenzucker raffiniert,kg,usl,401,7,"-612,737","1,95 €"
Soll,12114,0,Wiegen Hand,kg,,606,7,"-22,65","0,01 €"
Soll,401553304062,0,Fairer Eistee Pfirsich Zitrone,"0,5l",VOE,501,19,-30,"1,31 €"
Soll,426049122093,0,Zahnpasta im Glas Orange,100ml,BDN,602,19,-24,"3,75 €"
Soll,11108,0,Süßkartoffeln               ES,kg,L,300,19,"-1,66","3,15 €"
Soll,11121,0,Kartoffeln,kg,br,101,7,"-1670,635","1,12 €"
Soll,12009,0,Heftumschlag DIN A4,St,,606,19,20,"0,79 €"
Soll,12010,0,Heftumschlag DIN A5,St,,606,19,-1,"0,79 €"
Soll,978359618879,0,Tiere essen,St,,605,7,2,"9,67 €"
Soll,12012,0,Endivien,St,,101,7,-10,"1,22 €"
Soll,12026,0,Wurzelspinat                IT,kg,L,101,7,"-13,346","3,95 €"
Soll,12045,0,Blaubeeren  250g,250g,L,101,7,-26,"3,35 €"
Soll,12047,0,Wassermelone gelb  4-6er    BY,kg,br,101,7,"-50,576","1,44 €"
Soll,426002669644,0,Feste Dusch Vanille-Tonkabohne,St,BIT,602,19,-17,"5,18 €"
Soll,426002669642,0,Feste Dusche Zitronengras-Minze,St,BIT,602,19,-18,"5,18 €"
Soll,426049122220,0,Zahnpasta Strawberry,100ml,BDN,602,19,-3,"3,45 €"
Soll,955680741848,0,Kondome Tyrannosaurus,Set,ein,604,19,-1,"4,10 €"
Soll,426069565006,0,Reinigungs-Tab Bad,St,,603,19,-44,"0,53 €"
Soll,12074,0,Birnen,kg,L,101,7,"-318,476","2,79 €"
Soll,12082,0,Pfand Weckglas,St,,9999,7,-176,"2,00 €"
Soll,425008577879,0,Pizza Tomaten,400ml,GRN,1000,7,-12,"0,91 €"
Soll,425008577451,0,Tomatenmark 22%,100g,GRN,302,7,-34,"0,87 €"
Soll,801875900051,0,Crema di carciofi,180g,SEL,302,7,-24,"3,88 €"
Soll,801875900020,0,Artischocken,280g,SEL,302,7,-13,"6,18 €"
Soll,871215302711,0,Tomatenmark 22% Tr.,100g,LBI,302,7,-41,"1,42 €"
Soll,871215302712,0,Tomatenmark 22% Tr.,200g,LBI,302,7,-2,"2,02 €"
Soll,401973600374,0,Kinder Tomatensauce,350g,ZWE,302,7,-40,"1,97 €"
Soll,401973600333,0,Tomatensauce Arrabbiata,340g,ZWE,302,7,-85,"1,97 €"
Soll,401973600402,0,Tomatensauce Basilikum,350g,ZWE,302,7,-47,"1,97 €"
Soll,401973600415,0,Tomatensauce Ricotta,350g,ZWE,302,7,-18,"1,97 €"
Soll,401973600858,0,Tomatensauce Traditionale,350g,ZWE,302,7,-1,"1,97 €"
Soll,426045353106,0,Wechselköpfe Medium,St,,602,19,-43,"3,78 €"
Soll,426039779307,0,Zahnseide Sticks,St,,602,19,-10,"2,13 €"
Soll,426018108903,0,Pesto Bärlauch Tomate,165ml,GEG,302,7,-2,"3,75 €"
Soll,400091510671,0,Bärlauch-Pesto  Isana,125ml,ISA,302,7,-1,"2,12 €"
Soll,401973600612,0,Curry Ketchup,500ml,ZWE,302,7,-7,"2,03 €"
Soll,801875900019,0,Pomodoro al basilico,340g,SEL,1000,7,-16,"1,80 €"
Soll,801875900034,0,Pesto verde,130g,SEL,302,7,-50,"1,88 €"
Soll,801875900183,0,Pesto rosso,130g,SEL,302,7,-36,"1,88 €"
Soll,400930959271,0,Ajvar mild,210ml,MAR,302,7,-13,"3,29 €"
Soll,400930959527,0,Ajvar scharf,210ml,MAR,302,7,-6,"3,29 €"
Soll,402413201052,0,Bergamotte bio,10ml,nmo,602,19,-1,"7,39 €"
Soll,402413201401,0,Kiefernadel  bio,5ml,nmo,603,19,-1,"4,00 €"
Soll,402413201471,0,Lavendel fein bio,10ml,nmo,602,19,-2,"6,03 €"
Soll,402413202361,0,Zitrone bio,10ml,nmo,101,19,-2,"4,99 €"
Soll,426054129020,0,KleePura Düngestäbchen,"0,2kg",KLP,606,19,-4,"4,29 €"
Soll,401719400911,0,SBG Demeter Vollmilch 1 ltr.,1l,SBG,102,7,-28,"1,42 €"
Soll,410153000115,0,"Milch 3,5%",1l,BGL,102,7,-2123,"1,36 €"
Soll,410153000116,0,"Milch, fettarm 1,5%",1l,BGL,102,7,-1352,"1,25 €"
Soll,403488801001,0,Vorzugsmilch,1l,ler,102,7,-503,"1,61 €"
Soll,426028421340,0,"Heumilch mind. 3,8% Fett",1l,DMB,102,7,-728,"1,65 €"
Soll,410406002472,0,Joghurt LATTE MACCHIATO,500g,AND,102,7,-6,"1,63 €"
Soll,410406001118,0,Fruchtjoghurt Himbeer Holunder,500g,AND,102,7,-6,"1,63 €"
Soll,410406003072,0,Heumilch Joghurt,500g,AND,102,7,-852,"1,63 €"
Soll,401719400953,0,Sauerrahm 10%,250g,SBG,102,7,-367,"1,19 €"
Soll,401719446191,0,SBG Dem. Himbeerjoghurt 500g,500g,SBG,102,7,-190,"1,72 €"
Soll,401719446983,0,Mango Joghurt 500g,500g,,102,7,-187,"1,72 €"
Soll,401719446901,0,SBG Dem. Stracciatella-Joghurt,500g,SBG,102,7,-377,"1,72 €"
Soll,401719446031,0,Heidelbeere Joghurt 500g,500g,SBG,102,7,-208,"1,72 €"
Soll,401719446501,0,SBG Dem. Vanille-Joghurt,500g,SBG,102,7,-34,"1,72 €"
Soll,410406001186,0,Rahmjoghurt Stracciatella,500g,AND,102,7,1,"1,60 €"
Soll,401719446893,0,Joghurt Holunderblüte Lemon,500g,SBG,102,7,-107,"1,54 €"
Soll,401719446461,0,Fruchtjoghurt Pfirsich Maracuja 500g,500g,SBG,102,7,-97,"1,72 €"
Soll,410406001103,0,Fruchtjoghurt Mango Vanille,500g,AND,102,7,-7,"1,81 €"
Soll,410406001221,0,"Jogurt Natur mild 0,1%",St,AND,102,7,-5,"1,15 €"
Soll,410406001096,0,"Bio Jogurt natur Glas 1,8%",500g,AND,102,7,-690,"1,41 €"
Soll,400847149282,0,Rahmjoghurt 10% Fett,500g,SÖB,102,7,-1,"1,57 €"
Soll,410406002926,0,Ziegenjogurt 500g,500g,AND,102,7,-366,"2,50 €"
Soll,401719446989,0,Kefir im Glas,500g,SBG,102,7,-395,"1,17 €"
Soll,401719446034,0,Heidelbeerjoghurt 250 g,250g,SBG,102,7,-30,"0,85 €"
Soll,401719400986,0,Joghurt Vanille,250g,SBG,102,7,-11,"0,85 €"
Soll,401719446194,0,Himbeer Joghurt,250g,SBG,102,7,-2,"0,85 €"
Soll,401719443290,0,Trink Kefir,500g,SBG,102,7,-26,"1,13 €"
Soll,900697600018,0,Vollmilchtopfen im Glas,250g,mat,102,7,-18,"2,01 €"
Soll,900697600032,0,Hüttenkäse im Glas,250g,mat,102,7,-301,"2,73 €"
Soll,900697600140,0,Buttermilch im Glas,500ml,mat,102,7,-22,"1,21 €"
Soll,401719400938,0,"Frische Schlagsahne 0,5 l","0,5l",SBG,102,7,-6,"2,55 €"
Soll,410153000284,0,Schlagrahm 32% Fett,"0,5l",BGL,102,7,-581,"2,58 €"
Soll,401719400941,0,Schlagrahm 250g Glas,250g,SBG,102,7,-414,"1,73 €"
Soll,401719400954,0,Creme Fraiche,250g,SBG,102,7,-359,"1,85 €"
Soll,410406004001,0,Almbutter (Sauerrahm),250g,AND,102,7,-14,"2,98 €"
Soll,402691311342,0,Süßrahmbutter,250g,ÖMA,102,7,-82,"2,69 €"
Soll,410153000181,0,Alpenbutter mild,250g,BGL,102,7,-935,"2,99 €"
Soll,401719400960,0,"Süßrahmbutter, Demeter",250g,SBG,102,7,-166,"2,82 €"
Soll,426004226008,0,Ghee,220g,FIN,102,7,-62,"5,89 €"
Soll,426004226010,0,Ghee 480g,480g,FIN,102,7,-61,"11,69 €"
Soll,426002836042,0,Frischhefe (Hefewürfel),42g,AGR,401,7,-364,"0,41 €"
Soll,410406002989,0,Speisequarkzubereitung 20%,500g,AND,102,7,-101,"2,15 €"
Soll,410406003069,0,Frischkäse 1kg im Eimer,kg,AND,102,7,-1,"7,82 €"
Soll,410406002501,0,Frischkäse bio,kg,AND,102,7,"-23,986","9,97 €"
Soll,402691312160,0,Cottage cheese,200g,ÖMA,102,7,-11,"1,46 €"
Soll,403177930441,0,Franzbrötchen,80g,MOI,1000,7,-3,"1,36 €"
Soll,402256932400,0,StuZi Frischkäse,90g,LHQ,102,7,-6,"2,70 €"
Soll,402256932300,0,StuZi Weichkäse in Öl,180g,LHQ,200,7,-6,"3,60 €"
Soll,10178,0,Brie Torte,St,mat,102,7,-1,"15,80 €"
Soll,540031300097,0,Seitan im Glas,350ml,TFO,302,7,-6,"3,15 €"
Soll,401553304676,0,Haferdrink Demeter Glutenfrei,"0,75l",VOE,501,19,-42,"1,49 €"
Soll,400091510459,0,Aioli Classico,165g,ISA,102,7,3,"2,25 €"
Soll,10387,0,Spaghetti Kürbis,kg,,101,7,"-8,684","2,10 €"
Soll,803377672070,0,Fenchelsalami  1/2,"0,2kg",gal,400,7,-2,"5,79 €"
Soll,403182923185,0,Wiener Würstchen im Glas,180g,ÖKL,300,7,-6,"3,49 €"
Soll,400018603587,0,Semmelbrösel (Paniermehl),kg,lei,201,7,"-48,034","2,99 €"
Soll,10526,0,Weizen,kg,ako,201,7,"-141,14","1,20 €"
Soll,426000693001,0,Roggen,kg,ako,201,7,"-219,336","0,89 €"
Soll,427000041724,0,Emmer,kg,bhm,201,7,"-0,912","2,99 €"
Soll,10530,0,Nackthafer,kg,tkl,201,7,"-259,3","2,35 €"
Soll,403312200248,0,Basmati Reis natur,kg,ADM,203,7,"-8,238","5,25 €"
Soll,401933922066,0,Parboiled Reis Langkorn weiß,kg,DAV,203,7,"-191,586","2,58 €"
Soll,402238101110,0,Risotto Arborio Reis weiß,kg,SPI,203,7,"-273,394","5,65 €"
Soll,401933923568,0,Basmati Reis weiß,kg,RAP,203,7,"-866,788","3,49 €"
Soll,403312200049,0,Amaranth Pur,kg,ADM,201,7,"-4,392","3,59 €"
Soll,403312200189,0,Haferflocken Fein Vollkorn,5kg,ADM,202,7,-97,"11,10 €"
Soll,403312200183,0,Haferflocken Grob Vollkorn,5kg,ADM,202,7,-30,"11,00 €"
Soll,403312200114,0,Maisstärke,kg,ADM,201,7,"-31,76","3,40 €"
Soll,403312200086,0,Hartweizengrieß,kg,ADM,201,7,"-34,4","2,55 €"
Soll,403312200075,0,Dinkelvollkorngrieß ,kg,ADM,201,7,"-60,628","2,50 €"
Soll,403312200094,0,Haferkleie mit Keim,500g,ADM,500,7,-19,"1,92 €"
Soll,403312200090,0,Weizenkleie,250g,ADM,500,7,-6,"0,99 €"
Soll,403312200080,0,Maisgrieß,kg,ADM,201,7,"-57,742","2,10 €"
Soll,10856,0,Pflegetücher,St,,604,19,-24,"3,25 €"
Soll,10560,0,Weizenmehl Type 550,kg,lkm,201,7,"-248,969","1,31 €"
Soll,403312200137,0,Roggenmehl Type 1150,1kg,ADM,201,7,-131,"1,58 €"
Soll,403312200153,0,Dinkelmehl Type 1050,kg,adm,201,7,"-116,606","2,00 €"
Soll,403312200117,0,Weizenmehl Vollkorn,1kg,ADM,201,7,-39,"1,29 €"
Soll,403312200141,0,Dinkelmehl Vollkorn,1kg,ADM,201,7,-87,"1,88 €"
Soll,403312200149,0,Dinkelmehl Type 630,kg,ADM,201,7,"-140,314","2,05 €"
Soll,403312200127,0,Weizenmehl Type 1050,1kg,ADM,201,7,-48,"1,53 €"
Soll,403312200121,0,Weizenmehl Type 550,1kg,ADM,201,7,-112,"1,53 €"
Soll,403312200129,0,Weizenmehl Type 1050,"2,5kg",ADM,201,7,-36,"3,15 €"
Soll,403312200123,0,Weizenmehl Type 550,"2,5kg",ADM,201,7,-101,"3,15 €"
Soll,403312200145,0,Dinkelmehl Type 630,1kg,ADM,201,7,-127,"2,02 €"
Soll,403312200147,0,Dinkelmehl Type 630,"2,5kg",ADM,201,7,-86,"4,10 €"
Soll,425008577446,0,Dinkelmehl Type 1050,1kg,GRN,500,7,-1,"1,56 €"
Soll,427000041721,0,Jura Alb Linsen grün,kg,bhm,304,7,"-82,91","5,55 €"
Soll,10569,0,Kidney Bohnen rot,kg,DOI,304,7,"-73,76","3,75 €"
Soll,403312200430,0,Berglinsen,kg,ADM,304,7,"-126,278","3,10 €"
Soll,10576,0,Sesam ungeschält,kg,aga,304,7,"-77,912","6,65 €"
Soll,10577,0,Dampfmohn,kg,aga,401,7,"-2,158","13,80 €"
Soll,403312200482,0,Kürbiskerne ,kg,tar,304,7,"-272,928","13,53 €"
Soll,402238102498,0,Basis Müsli,3kg,SPI,202,7,-14,"5,55 €"
Soll,402238102829,0,Schoko Müsli,3kg,SPI,202,7,-6,"8,76 €"
Soll,402238102502,0,Früchte Müsli,3kg,SPI,202,7,-3,"8,76 €"
Soll,400596751165,0,Früchte Müsli Rosengarten,2kg,ROS,202,7,-1,"7,70 €"
Soll,402123410112,0,Krunchy Dinkel,kg,BHO,202,7,"-339,097","5,38 €"
Soll,400596700339,0,Baumkuchenringe Vollmilch,50g,ROS,104,7,-366,"1,62 €"
Soll,403885740110,0,"CHOCO LINI MINI, Bio",kg,ÖKV,402,7,"-26,07","22,00 €"
Soll,400596700349,0,Energiekugeln Kokos,40g,ROS,303,7,-981,"0,98 €"
Soll,74045018376,0,Savion Haarseife Melisse 170g,St,SVI,602,19,-4,"8,01 €"
Soll,404401990025,0,Bananenchips gesüßt & geröstet,kg,MOR,402,7,"-38,288","5,26 €"
Soll,426036585395,0,Aleppo Soap Khiro's,St,,602,19,-10,"4,99 €"
Soll,13464,0,Topfhaube groß,St,,604,19,-5,"0,00 €"
Soll,404401990072,0,Macadamianüsse,kg,MOR,303,7,"-11,146","31,90 €"
Soll,13465,0,Topfhaube klein,St,,604,19,-12,"0,00 €"
Soll,344502000661,0,Sesamöl nativ,St,,302,7,-7,"7,15 €"
Soll,10613,0,Mandelblättchen,kg,him,303,7,"-14,452","12,95 €"
Soll,401872234393,0,Rote Linsen Fusilli,"2,5kg",ALU,203,7,-5,"15,50 €"
Soll,401846214110,0,Spaghetti integrale,5kg,BYO,203,7,-2,"11,25 €"
Soll,401846214150,0,Penne integrale,5kg,BYO,203,7,1,"9,50 €"
Soll,401846214102,0,Spiralen integrale,5kg,BYO,203,7,-13,"10,50 €"
Soll,401210701071,0,Dinkel Backerbsen,kg,OML,203,7,"-82,558","7,14 €"
Soll,401846214315,0,Spaghetti semola,5 kg,BYO,203,7,-9,"9,50 €"
Soll,401846214221,0,Penne semola,5kg,BYO,203,7,"0,886","9,45 €"
Soll,401846214358,0,Orechiette 5 kg,1,BYO,203,7,-1,"2,39 €"
Soll,401846214231,0,Spiralen semola,5kg,BYO,203,7,"6,6","9,45 €"
Soll,401846214365,0,Makkaroni semola,kg,BYO,203,7,"-61,304","2,19 €"
Soll,800865300371,0,Volanti Sommerdinkel hell,kg,BYO,203,7,"-24,15","4,15 €"
Soll,401846214251,0,Bunte Spiralen semola,kg,ALG,203,7,"-287,898","2,89 €"
Soll,401846214350,0,Tagliatelle semola,kg,BYO,203,7,"-109,788","3,25 €"
Soll,401846214265,0,Farfalle semola,5kg,BYO,203,7,-4,"10,75 €"
Soll,401846214286,0,Lasagne semola,kg,BYO,203,7,"-83,79","4,30 €"
Soll,401846214361,0,Filini Suppennudel semola,kg,BYO,203,7,"-62,288","2,14 €"
Soll,801519701051,0,Spaghetti semola,kg,BYO,203,7,"-563,34","2,20 €"
Soll,801519701058,0,Spiralen semola,kg,BYO,203,7,"-225,934","1,89 €"
Soll,801519701052,0,Penne semola,kg,byo,203,7,"-487,116","1,90 €"
Soll,801519701061,0,Farfalle,kg,BYO,203,7,"-162,084","2,09 €"
Soll,801519701069,0,"Conchiglioni, Dicke Muscheln",kg,iri,203,7,"-11,408","2,39 €"
Soll,401872230886,0,Mie Noodles,kg,ALU,203,7,"-54,746","4,07 €"
Soll,402429700335,0,Tomatenmark,200g,NAT,302,7,-1,"1,96 €"
Soll,801875900030,0,Pest´oro,130g,SEL,1000,7,-11,"2,73 €"
